id,name,uni_id,uni_name,notability,link,image_link,wiki_link,genre,gender
T7S7,Kitty Forman,T7S,That 70's Show,79.4,https://openpsychometrics.org/tests/characters/stats/T7S/7,https://openpsychometrics.org/tests/characters/test-resources/pics/T7S/7.jpg,https://en.wikipedia.org/wiki/List_of_That_%2770s_and_%2790s_Show_characters#Kitty_Forman_(n%C3%A9e_Sigurdson),"sitcom,comedy",f
T7S4,Steven Hyde,T7S,That 70's Show,77.2,https://openpsychometrics.org/tests/characters/stats/T7S/4,https://openpsychometrics.org/tests/characters/test-resources/pics/T7S/4.jpg,https://en.wikipedia.org/wiki/List_of_That_%2770s_and_%2790s_Show_characters#Steven_Hyde,"sitcom,comedy",m
T7S8,Red Forman,T7S,That 70's Show,76.5,https://openpsychometrics.org/tests/characters/stats/T7S/8,https://openpsychometrics.org/tests/characters/test-resources/pics/T7S/8.jpg,https://en.wikipedia.org/wiki/List_of_That_%2770s_and_%2790s_Show_characters#Red_Forman,"sitcom,comedy",m
T7S2,Jackie Burkhart,T7S,That 70's Show,74.3,https://openpsychometrics.org/tests/characters/stats/T7S/2,https://openpsychometrics.org/tests/characters/test-resources/pics/T7S/2.jpg,https://en.wikipedia.org/wiki/List_of_That_%2770s_and_%2790s_Show_characters#Jacqueline_%22Jackie%22_Burkhart,"sitcom,comedy",f
T7S6,Fez,T7S,That 70's Show,67.5,https://openpsychometrics.org/tests/characters/stats/T7S/6,https://openpsychometrics.org/tests/characters/test-resources/pics/T7S/6.jpg,https://en.wikipedia.org/wiki/Fez_(That_%2770s_Show),"sitcom,comedy",m
T7S1,Eric Forman,T7S,That 70's Show,67.2,https://openpsychometrics.org/tests/characters/stats/T7S/1,https://openpsychometrics.org/tests/characters/test-resources/pics/T7S/1.jpg,https://en.wikipedia.org/wiki/List_of_That_%2770s_and_%2790s_Show_characters#Eric_Forman,"sitcom,comedy",m
T7S3,Michael Kelso,T7S,That 70's Show,66,https://openpsychometrics.org/tests/characters/stats/T7S/3,https://openpsychometrics.org/tests/characters/test-resources/pics/T7S/3.jpg,https://en.wikipedia.org/wiki/Michael_Kelso,"sitcom,comedy",m
T7S10,Bob Pinciotti,T7S,That 70's Show,35.2,https://openpsychometrics.org/tests/characters/stats/T7S/10,https://openpsychometrics.org/tests/characters/test-resources/pics/T7S/10.jpg,https://that70sshow.fandom.com/wiki/Bob_Pinciotti,"sitcom,comedy",m
T7S9,Midge Pinciotti,T7S,That 70's Show,28.4,https://openpsychometrics.org/tests/characters/stats/T7S/9,https://openpsychometrics.org/tests/characters/test-resources/pics/T7S/9.jpg,https://that70sshow.fandom.com/wiki/Midge_Pinciotti,"sitcom,comedy",f
SV4,Bertram Gilfoyle,SV,Silicon Valley,76.3,https://openpsychometrics.org/tests/characters/stats/SV/4,https://openpsychometrics.org/tests/characters/test-resources/pics/SV/4.jpg,https://silicon-valley.fandom.com/wiki/Bertram_Gilfoyle?so=search,comedy,m
SV1,Richard Hendricks,SV,Silicon Valley,70,https://openpsychometrics.org/tests/characters/stats/SV/1,https://openpsychometrics.org/tests/characters/test-resources/pics/SV/1.jpg,https://silicon-valley.fandom.com/wiki/Richard_Hendricks?so=search,comedy,m
SV5,Dinesh Chugtai,SV,Silicon Valley,65.2,https://openpsychometrics.org/tests/characters/stats/SV/5,https://openpsychometrics.org/tests/characters/test-resources/pics/SV/5.jpg,https://silicon-valley.fandom.com/wiki/Dinesh_Chugtai?so=search,comedy,m
SV7,Monica Hall,SV,Silicon Valley,64.8,https://openpsychometrics.org/tests/characters/stats/SV/7,https://openpsychometrics.org/tests/characters/test-resources/pics/SV/7.jpg,https://silicon-valley.fandom.com/wiki/Monica_Hall?so=search,comedy,f
SV8,Jared Dunn,SV,Silicon Valley,58,https://openpsychometrics.org/tests/characters/stats/SV/8,https://openpsychometrics.org/tests/characters/test-resources/pics/SV/8.jpg,https://silicon-valley.fandom.com/wiki/Jared_Dunn?so=search,comedy,m
SV9,Gavin Belson,SV,Silicon Valley,57.9,https://openpsychometrics.org/tests/characters/stats/SV/9,https://openpsychometrics.org/tests/characters/test-resources/pics/SV/9.jpg,https://silicon-valley.fandom.com/wiki/Gavin_Belson?so=search,comedy,m
SV6,Peter Gregory,SV,Silicon Valley,56.9,https://openpsychometrics.org/tests/characters/stats/SV/6,https://openpsychometrics.org/tests/characters/test-resources/pics/SV/6.jpg,https://silicon-valley.fandom.com/wiki/Peter_Gregory?so=search,comedy,m
SV10,Jian-Yang,SV,Silicon Valley,51.1,https://openpsychometrics.org/tests/characters/stats/SV/10,https://openpsychometrics.org/tests/characters/test-resources/pics/SV/10.jpg,https://silicon-valley.fandom.com/wiki/J%C3%ACan-Y%C3%A1ng?so=search,comedy,m
SV2,Erlich Bachman,SV,Silicon Valley,40.3,https://openpsychometrics.org/tests/characters/stats/SV/2,https://openpsychometrics.org/tests/characters/test-resources/pics/SV/2.jpg,https://silicon-valley.fandom.com/wiki/Erlich_Bachman?so=search,comedy,m
SV3,Nelson Bighetti,SV,Silicon Valley,32.8,https://openpsychometrics.org/tests/characters/stats/SV/3,https://openpsychometrics.org/tests/characters/test-resources/pics/SV/3.jpg,https://silicon-valley.fandom.com/wiki/Big_Head?so=search,comedy,m
BVS1,Buffy Summers,BVS,Buffy the Vampire Slayer,91.5,https://openpsychometrics.org/tests/characters/stats/BVS/1,https://openpsychometrics.org/tests/characters/test-resources/pics/BVS/1.jpg,https://en.wikipedia.org/wiki/Buffy_Summers,"supernatural,horror,drama,comedy,action",f
BVS5,Rupert Giles,BVS,Buffy the Vampire Slayer,83.8,https://openpsychometrics.org/tests/characters/stats/BVS/5,https://openpsychometrics.org/tests/characters/test-resources/pics/BVS/5.jpg,https://en.wikipedia.org/wiki/Rupert_Giles,"supernatural,horror,drama,comedy,action",m
BVS3,Willow Rosenberg,BVS,Buffy the Vampire Slayer,78.7,https://openpsychometrics.org/tests/characters/stats/BVS/3,https://openpsychometrics.org/tests/characters/test-resources/pics/BVS/3.jpg,https://en.wikipedia.org/wiki/Willow_Rosenberg,"supernatural,horror,drama,comedy,action",f
BVS6,Angel,BVS,Buffy the Vampire Slayer,76.5,https://openpsychometrics.org/tests/characters/stats/BVS/6,https://openpsychometrics.org/tests/characters/test-resources/pics/BVS/6.jpg,https://en.wikipedia.org/wiki/Angel_(Buffy_the_Vampire_Slayer),"supernatural,horror,drama,comedy,action",m
BVS4,Cordelia Chase,BVS,Buffy the Vampire Slayer,57.2,https://openpsychometrics.org/tests/characters/stats/BVS/4,https://openpsychometrics.org/tests/characters/test-resources/pics/BVS/4.jpg,https://en.wikipedia.org/wiki/Cordelia_Chase,"supernatural,horror,drama,comedy,action",f
BVS2,Xander Harris,BVS,Buffy the Vampire Slayer,56.6,https://openpsychometrics.org/tests/characters/stats/BVS/2,https://openpsychometrics.org/tests/characters/test-resources/pics/BVS/2.jpg,https://en.wikipedia.org/wiki/Xander_Harris,"supernatural,horror,drama,comedy,action",m
MF2,Gloria Delgado-Pritchett,MF,Modern Family,80.7,https://openpsychometrics.org/tests/characters/stats/MF/2,https://openpsychometrics.org/tests/characters/test-resources/pics/MF/2.jpg,https://modernfamily.fandom.com/wiki/Gloria_Pritchett?so=search,"sitcom,comedy",f
MF1,Jay Pritchett,MF,Modern Family,74.6,https://openpsychometrics.org/tests/characters/stats/MF/1,https://openpsychometrics.org/tests/characters/test-resources/pics/MF/1.jpg,https://modernfamily.fandom.com/wiki/Jay_Pritchett?so=search,"sitcom,comedy",m
MF6,Cameron Tucker,MF,Modern Family,73.3,https://openpsychometrics.org/tests/characters/stats/MF/6,https://openpsychometrics.org/tests/characters/test-resources/pics/MF/6.jpg,https://modernfamily.fandom.com/wiki/Cameron_Tucker?so=search,"sitcom,comedy",m
MF5,Mitchell Pritchett,MF,Modern Family,71.8,https://openpsychometrics.org/tests/characters/stats/MF/5,https://openpsychometrics.org/tests/characters/test-resources/pics/MF/5.jpg,https://modernfamily.fandom.com/wiki/Mitchell_Pritchett?so=search,"sitcom,comedy",m
MF3,Claire Dunphy,MF,Modern Family,71.7,https://openpsychometrics.org/tests/characters/stats/MF/3,https://openpsychometrics.org/tests/characters/test-resources/pics/MF/3.jpg,https://modernfamily.fandom.com/wiki/Claire_Dunphy?so=search,"sitcom,comedy",f
MF4,Phil Dunphy,MF,Modern Family,69.8,https://openpsychometrics.org/tests/characters/stats/MF/4,https://openpsychometrics.org/tests/characters/test-resources/pics/MF/4.jpg,https://modernfamily.fandom.com/wiki/Phil_Dunphy?so=search,"sitcom,comedy",m
MF9,Haley Dunphy,MF,Modern Family,66.6,https://openpsychometrics.org/tests/characters/stats/MF/9,https://openpsychometrics.org/tests/characters/test-resources/pics/MF/9.jpg,https://modernfamily.fandom.com/wiki/Haley_Marshall?so=search,"sitcom,comedy",f
MF10,Alex Dunphy,MF,Modern Family,66.6,https://openpsychometrics.org/tests/characters/stats/MF/10,https://openpsychometrics.org/tests/characters/test-resources/pics/MF/10.jpg,https://modernfamily.fandom.com/wiki/Alex_Dunphy?so=search,"sitcom,comedy",f
MF8,Manny Delgado,MF,Modern Family,54.1,https://openpsychometrics.org/tests/characters/stats/MF/8,https://openpsychometrics.org/tests/characters/test-resources/pics/MF/8.jpg,https://modernfamily.fandom.com/wiki/Manny_Delgado?so=search,"sitcom,comedy",m
MF7,Luke Dunphy,MF,Modern Family,52.2,https://openpsychometrics.org/tests/characters/stats/MF/7,https://openpsychometrics.org/tests/characters/test-resources/pics/MF/7.jpg,https://modernfamily.fandom.com/wiki/Luke_Dunphy?so=search,"sitcom,comedy",m
YJ1,Shauna,YJ,Yellowjackets,93.7,https://openpsychometrics.org/tests/characters/stats/YJ/1,https://openpsychometrics.org/tests/characters/test-resources/pics/YJ/1.jpg,https://yellowjackets.fandom.com/wiki/Shauna_Sadecki?so=search,"horror,mystery,thriller,drama",f
YJ4,Natalie,YJ,Yellowjackets,73.9,https://openpsychometrics.org/tests/characters/stats/YJ/4,https://openpsychometrics.org/tests/characters/test-resources/pics/YJ/4.jpg,https://yellowjackets.fandom.com/wiki/Natalie_Scatorccio?so=search,"horror,mystery,thriller,drama",f
YJ2,Taissa,YJ,Yellowjackets,73.6,https://openpsychometrics.org/tests/characters/stats/YJ/2,https://openpsychometrics.org/tests/characters/test-resources/pics/YJ/2.jpg,https://yellowjackets.fandom.com/wiki/Taissa_Turner?so=search,"horror,mystery,thriller,drama",f
YJ5,Misty,YJ,Yellowjackets,52.8,https://openpsychometrics.org/tests/characters/stats/YJ/5,https://openpsychometrics.org/tests/characters/test-resources/pics/YJ/5.jpg,https://yellowjackets.fandom.com/wiki/Misty_Quigley?so=search,"horror,mystery,thriller,drama",f
YJ6,Ben Scott,YJ,Yellowjackets,49.9,https://openpsychometrics.org/tests/characters/stats/YJ/6,https://openpsychometrics.org/tests/characters/test-resources/pics/YJ/6.jpg,https://yellowjackets.fandom.com/wiki/Ben_Scott?so=search,"horror,mystery,thriller,drama",m
YJ3,Jackie,YJ,Yellowjackets,47.2,https://openpsychometrics.org/tests/characters/stats/YJ/3,https://openpsychometrics.org/tests/characters/test-resources/pics/YJ/3.jpg,https://yellowjackets.fandom.com/wiki/Jackie_Taylor?so=search,"horror,mystery,thriller,drama",f
ST4,Eleven,ST,Stranger Things,88.3,https://openpsychometrics.org/tests/characters/stats/ST/4,https://openpsychometrics.org/tests/characters/test-resources/pics/ST/4.jpg,https://en.wikipedia.org/wiki/Eleven_(Stranger_Things),"science fiction,drama,mystery,horror",f
ST1,Joyce Byers,ST,Stranger Things,82,https://openpsychometrics.org/tests/characters/stats/ST/1,https://openpsychometrics.org/tests/characters/test-resources/pics/ST/1.jpg,https://en.wikipedia.org/wiki/Joyce_Byers,"science fiction,drama,mystery,horror",f
ST2,Jim Hopper,ST,Stranger Things,81.5,https://openpsychometrics.org/tests/characters/stats/ST/2,https://openpsychometrics.org/tests/characters/test-resources/pics/ST/2.jpg,https://en.wikipedia.org/wiki/Jim_Hopper_(Stranger_Things),"science fiction,drama,mystery,horror",m
ST5,Dustin Henderson,ST,Stranger Things,80.8,https://openpsychometrics.org/tests/characters/stats/ST/5,https://openpsychometrics.org/tests/characters/test-resources/pics/ST/5.jpg,https://en.wikipedia.org/wiki/List_of_Stranger_Things_characters#Dustin_Henderson,"science fiction,drama,mystery,horror",m
ST15,Robin Buckley,ST,Stranger Things,77.6,https://openpsychometrics.org/tests/characters/stats/ST/15,https://openpsychometrics.org/tests/characters/test-resources/pics/ST/15.jpg,https://en.wikipedia.org/wiki/List_of_Stranger_Things_characters#Robin_Buckley,"science fiction,drama,mystery,horror",f
ST11,Will Byers,ST,Stranger Things,77.1,https://openpsychometrics.org/tests/characters/stats/ST/11,https://openpsychometrics.org/tests/characters/test-resources/pics/ST/11.jpg,https://en.wikipedia.org/wiki/Will_Byers,"science fiction,drama,mystery,horror",m
ST12,Max Mayfield,ST,Stranger Things,76.3,https://openpsychometrics.org/tests/characters/stats/ST/12,https://openpsychometrics.org/tests/characters/test-resources/pics/ST/12.jpg,https://en.wikipedia.org/wiki/List_of_Stranger_Things_characters#Max_Mayfield,"science fiction,drama,mystery,horror",f
ST7,Nancy Wheeler,ST,Stranger Things,75.8,https://openpsychometrics.org/tests/characters/stats/ST/7,https://openpsychometrics.org/tests/characters/test-resources/pics/ST/7.jpg,https://en.wikipedia.org/wiki/Nancy_Wheeler,"science fiction,drama,mystery,horror",f
ST9,Steve Harrington,ST,Stranger Things,73.6,https://openpsychometrics.org/tests/characters/stats/ST/9,https://openpsychometrics.org/tests/characters/test-resources/pics/ST/9.jpg,https://en.wikipedia.org/wiki/Steve_Harrington,"science fiction,drama,mystery,horror",m
ST3,Mike Wheeler,ST,Stranger Things,68.5,https://openpsychometrics.org/tests/characters/stats/ST/3,https://openpsychometrics.org/tests/characters/test-resources/pics/ST/3.jpg,https://en.wikipedia.org/wiki/Mike_Wheeler_(Stranger_Things),"science fiction,drama,mystery,horror",m
ST14,Billy Hargrove,ST,Stranger Things,64.2,https://openpsychometrics.org/tests/characters/stats/ST/14,https://openpsychometrics.org/tests/characters/test-resources/pics/ST/14.jpg,https://en.wikipedia.org/wiki/List_of_Stranger_Things_characters#Billy_Hargrove,"science fiction,drama,mystery,horror",m
ST6,Lucas Sinclair,ST,Stranger Things,61.7,https://openpsychometrics.org/tests/characters/stats/ST/6,https://openpsychometrics.org/tests/characters/test-resources/pics/ST/6.jpg,https://en.wikipedia.org/wiki/List_of_Stranger_Things_characters#Lucas_Sinclair,"science fiction,drama,mystery,horror",m
ST8,Jonathan Byers,ST,Stranger Things,60.5,https://openpsychometrics.org/tests/characters/stats/ST/8,https://openpsychometrics.org/tests/characters/test-resources/pics/ST/8.jpg,https://en.wikipedia.org/wiki/List_of_Stranger_Things_characters#Jonathan_Byers,"science fiction,drama,mystery,horror",m
ST13,Erica Sinclair,ST,Stranger Things,53.9,https://openpsychometrics.org/tests/characters/stats/ST/13,https://openpsychometrics.org/tests/characters/test-resources/pics/ST/13.jpg,https://en.wikipedia.org/wiki/List_of_Stranger_Things_characters#Erica_Sinclair,"science fiction,drama,mystery,horror",f
ST10,Karen Wheeler,ST,Stranger Things,23.3,https://openpsychometrics.org/tests/characters/stats/ST/10,https://openpsychometrics.org/tests/characters/test-resources/pics/ST/10.jpg,https://en.wikipedia.org/wiki/List_of_Stranger_Things_characters#Karen_Wheeler,"science fiction,drama,mystery,horror",f
TP1,Dale Cooper,TP,Twin Peaks,93.4,https://openpsychometrics.org/tests/characters/stats/TP/1,https://openpsychometrics.org/tests/characters/test-resources/pics/TP/1.jpg,https://en.wikipedia.org/wiki/Dale_Cooper,"mystery,drama,horror,drama",m
TP6,Audrey Horne,TP,Twin Peaks,82,https://openpsychometrics.org/tests/characters/stats/TP/6,https://openpsychometrics.org/tests/characters/test-resources/pics/TP/6.jpg,https://en.wikipedia.org/wiki/Audrey_Horne,"mystery,drama,horror,drama",f
TP2,Sheriff Truman,TP,Twin Peaks,76.9,https://openpsychometrics.org/tests/characters/stats/TP/2,https://openpsychometrics.org/tests/characters/test-resources/pics/TP/2.jpg,https://twinpeaks.fandom.com/wiki/Harry_S._Truman,"mystery,drama,horror,drama",m
TP11,Leland Palmer,TP,Twin Peaks,75.6,https://openpsychometrics.org/tests/characters/stats/TP/11,https://openpsychometrics.org/tests/characters/test-resources/pics/TP/11.jpg,https://en.wikipedia.org/wiki/Leland_Palmer,"mystery,drama,horror,drama",m
TP3,Shelly Johnson,TP,Twin Peaks,70.3,https://openpsychometrics.org/tests/characters/stats/TP/3,https://openpsychometrics.org/tests/characters/test-resources/pics/TP/3.jpg,https://en.wikipedia.org/wiki/Shelly_Johnson_(Twin_Peaks),"mystery,drama,horror,drama",f
TP5,Benjamin Horne,TP,Twin Peaks,62.8,https://openpsychometrics.org/tests/characters/stats/TP/5,https://openpsychometrics.org/tests/characters/test-resources/pics/TP/5.jpg,https://en.wikipedia.org/wiki/Benjamin_Horne,"mystery,drama,horror,drama",m
TP7,Norma Jennings,TP,Twin Peaks,62.2,https://openpsychometrics.org/tests/characters/stats/TP/7,https://openpsychometrics.org/tests/characters/test-resources/pics/TP/7.jpg,https://twinpeaks.fandom.com/wiki/Norma_Jennings?so=search,"mystery,drama,horror,drama",f
TP15,Donna Hayward,TP,Twin Peaks,60.6,https://openpsychometrics.org/tests/characters/stats/TP/15,https://openpsychometrics.org/tests/characters/test-resources/pics/TP/15.jpg,https://en.wikipedia.org/wiki/Donna_Hayward,"mystery,drama,horror,drama",f
TP10,Pete Martell,TP,Twin Peaks,57,https://openpsychometrics.org/tests/characters/stats/TP/10,https://openpsychometrics.org/tests/characters/test-resources/pics/TP/10.jpg,https://twinpeaks.fandom.com/wiki/Pete_Martell?so=search,"mystery,drama,horror,drama",m
TP12,Josie Packard,TP,Twin Peaks,56.9,https://openpsychometrics.org/tests/characters/stats/TP/12,https://openpsychometrics.org/tests/characters/test-resources/pics/TP/12.jpg,https://twinpeaks.fandom.com/wiki/Josie_Packard?so=search,"mystery,drama,horror,drama",f
TP9,Ed Hurley,TP,Twin Peaks,56.2,https://openpsychometrics.org/tests/characters/stats/TP/9,https://openpsychometrics.org/tests/characters/test-resources/pics/TP/9.jpg,https://twinpeaks.fandom.com/wiki/Ed_Hurley?so=search,"mystery,drama,horror,drama",m
TP4,Bobby Briggs,TP,Twin Peaks,53.1,https://openpsychometrics.org/tests/characters/stats/TP/4,https://openpsychometrics.org/tests/characters/test-resources/pics/TP/4.jpg,https://twinpeaks.fandom.com/wiki/Bobby_Briggs?so=search,"mystery,drama,horror,drama",m
TP13,Catherine Martell,TP,Twin Peaks,47.2,https://openpsychometrics.org/tests/characters/stats/TP/13,https://openpsychometrics.org/tests/characters/test-resources/pics/TP/13.jpg,https://twinpeaks.fandom.com/wiki/Catherine_Martell?so=search,"mystery,drama,horror,drama",f
TP8,James Hurley,TP,Twin Peaks,45.6,https://openpsychometrics.org/tests/characters/stats/TP/8,https://openpsychometrics.org/tests/characters/test-resources/pics/TP/8.jpg,https://twinpeaks.fandom.com/wiki/James_Hurley?so=search,"mystery,drama,horror,drama",m
TP14,Lucy Moran,TP,Twin Peaks,45.1,https://openpsychometrics.org/tests/characters/stats/TP/14,https://openpsychometrics.org/tests/characters/test-resources/pics/TP/14.jpg,https://twinpeaks.fandom.com/wiki/Lucy_Brennan?so=search,"mystery,drama,horror,drama",f
SC4,Samantha Jones,SC,Sex and the City,82.5,https://openpsychometrics.org/tests/characters/stats/SC/4,https://openpsychometrics.org/tests/characters/test-resources/pics/SC/4.jpg,https://en.wikipedia.org/wiki/Sex_and_the_City#Samantha_Jones,"romantic,comedy,drama",f
SC1,Carrie Bradshaw,SC,Sex and the City,78.7,https://openpsychometrics.org/tests/characters/stats/SC/1,https://openpsychometrics.org/tests/characters/test-resources/pics/SC/1.jpg,https://en.wikipedia.org/wiki/Sex_and_the_City#Carrie_Bradshaw,"romantic,comedy,drama",f
SC5,Mr. Big,SC,Sex and the City,68.2,https://openpsychometrics.org/tests/characters/stats/SC/5,https://openpsychometrics.org/tests/characters/test-resources/pics/SC/5.jpg,https://en.wikipedia.org/wiki/Mr._Big_(Sex_and_the_City),"romantic,comedy,drama",m
SC3,Miranda Hobbes,SC,Sex and the City,67.9,https://openpsychometrics.org/tests/characters/stats/SC/3,https://openpsychometrics.org/tests/characters/test-resources/pics/SC/3.jpg,https://en.wikipedia.org/wiki/Sex_and_the_City#Miranda_Hobbes,"romantic,comedy,drama",f
SC2,Charlotte York,SC,Sex and the City,62.7,https://openpsychometrics.org/tests/characters/stats/SC/2,https://openpsychometrics.org/tests/characters/test-resources/pics/SC/2.jpg,https://en.wikipedia.org/wiki/Sex_and_the_City#Charlotte_York,"romantic,comedy,drama",f
SC6,Steve Brady,SC,Sex and the City,40.4,https://openpsychometrics.org/tests/characters/stats/SC/6,https://openpsychometrics.org/tests/characters/test-resources/pics/SC/6.jpg,https://sexandthecity.fandom.com/wiki/Steve_Brady,"romantic,comedy,drama",m
DH3,Bree Van de Kamp,DH,Desperate Housewives,83.6,https://openpsychometrics.org/tests/characters/stats/DH/3,https://openpsychometrics.org/tests/characters/test-resources/pics/DH/3.jpg,https://desperatehousewives.fandom.com/wiki/Bree_Van_de_Kamp?so=search,"comedy,drama,mystery",f
DH4,Gabrielle Solis,DH,Desperate Housewives,83.6,https://openpsychometrics.org/tests/characters/stats/DH/4,https://openpsychometrics.org/tests/characters/test-resources/pics/DH/4.jpg,https://desperatehousewives.fandom.com/wiki/Gabrielle_Solis?so=search,"comedy,drama,mystery",f
DH2,Lynette Scavo,DH,Desperate Housewives,81.9,https://openpsychometrics.org/tests/characters/stats/DH/2,https://openpsychometrics.org/tests/characters/test-resources/pics/DH/2.jpg,https://desperatehousewives.fandom.com/wiki/Lynette_Scavo?so=search,"comedy,drama,mystery",f
DH8,Mary Alice Young,DH,Desperate Housewives,69.9,https://openpsychometrics.org/tests/characters/stats/DH/8,https://openpsychometrics.org/tests/characters/test-resources/pics/DH/8.jpg,https://desperatehousewives.fandom.com/wiki/Mary_Alice_Young?so=search,"comedy,drama,mystery",f
DH9,Mike Delfino,DH,Desperate Housewives,65.7,https://openpsychometrics.org/tests/characters/stats/DH/9,https://openpsychometrics.org/tests/characters/test-resources/pics/DH/9.jpg,https://desperatehousewives.fandom.com/wiki/Mike_Delfino?so=search,"comedy,drama,mystery",m
DH6,Carlos Solis,DH,Desperate Housewives,63.9,https://openpsychometrics.org/tests/characters/stats/DH/6,https://openpsychometrics.org/tests/characters/test-resources/pics/DH/6.jpg,https://desperatehousewives.fandom.com/wiki/Carlos_Solis?so=search,"comedy,drama,mystery",m
DH1,Susan Mayer,DH,Desperate Housewives,61.2,https://openpsychometrics.org/tests/characters/stats/DH/1,https://openpsychometrics.org/tests/characters/test-resources/pics/DH/1.jpg,https://desperatehousewives.fandom.com/wiki/Susan_Delfino?so=search,"comedy,drama,mystery",f
DH5,Edie Britt,DH,Desperate Housewives,58.2,https://openpsychometrics.org/tests/characters/stats/DH/5,https://openpsychometrics.org/tests/characters/test-resources/pics/DH/5.jpg,https://desperatehousewives.fandom.com/wiki/Edie_Britt?so=search,"comedy,drama,mystery",f
DH10,Tom Scavo,DH,Desperate Housewives,42.3,https://openpsychometrics.org/tests/characters/stats/DH/10,https://openpsychometrics.org/tests/characters/test-resources/pics/DH/10.jpg,https://desperatehousewives.fandom.com/wiki/Tom_Scavo?so=search,"comedy,drama,mystery",m
DH7,Julie Mayer,DH,Desperate Housewives,39.4,https://openpsychometrics.org/tests/characters/stats/DH/7,https://openpsychometrics.org/tests/characters/test-resources/pics/DH/7.jpg,https://desperatehousewives.fandom.com/wiki/Julie_Mayer?so=search,"comedy,drama,mystery",f
MM2,Peggy Olson,MM,Mad Men,90.1,https://openpsychometrics.org/tests/characters/stats/MM/2,https://openpsychometrics.org/tests/characters/test-resources/pics/MM/2.jpg,https://en.wikipedia.org/wiki/Peggy_Olson,drama,f
MM1,Don Draper,MM,Mad Men,85.3,https://openpsychometrics.org/tests/characters/stats/MM/1,https://openpsychometrics.org/tests/characters/test-resources/pics/MM/1.jpg,https://en.wikipedia.org/wiki/Don_Draper,drama,m
MM5,Joan Holloway,MM,Mad Men,84.2,https://openpsychometrics.org/tests/characters/stats/MM/5,https://openpsychometrics.org/tests/characters/test-resources/pics/MM/5.jpg,https://en.wikipedia.org/wiki/Joan_Harris,drama,f
MM11,Roger Sterling,MM,Mad Men,82.1,https://openpsychometrics.org/tests/characters/stats/MM/11,https://openpsychometrics.org/tests/characters/test-resources/pics/MM/11.jpg,https://en.wikipedia.org/wiki/Roger_Sterling,drama,m
MM12,Bert Cooper,MM,Mad Men,66.9,https://openpsychometrics.org/tests/characters/stats/MM/12,https://openpsychometrics.org/tests/characters/test-resources/pics/MM/12.jpg,https://en.wikipedia.org/wiki/List_of_Mad_Men_characters#Bert_Cooper,drama,m
MM14,Lane Pryce,MM,Mad Men,60.8,https://openpsychometrics.org/tests/characters/stats/MM/14,https://openpsychometrics.org/tests/characters/test-resources/pics/MM/14.jpg,https://en.wikipedia.org/wiki/Lane_Pryce,drama,m
MM4,Betty Draper,MM,Mad Men,55.2,https://openpsychometrics.org/tests/characters/stats/MM/4,https://openpsychometrics.org/tests/characters/test-resources/pics/MM/4.jpg,https://en.wikipedia.org/wiki/Betty_Draper,drama,f
MM10,Rachel Menken,MM,Mad Men,48.9,https://openpsychometrics.org/tests/characters/stats/MM/10,https://openpsychometrics.org/tests/characters/test-resources/pics/MM/10.jpg,https://en.wikipedia.org/wiki/List_of_Mad_Men_characters#Rachel_Menken,drama,f
MM6,Salvatore Romano,MM,Mad Men,48.1,https://openpsychometrics.org/tests/characters/stats/MM/6,https://openpsychometrics.org/tests/characters/test-resources/pics/MM/6.jpg,https://en.wikipedia.org/wiki/List_of_Mad_Men_characters#Sal_Romano,drama,m
MM3,Pete Campbell,MM,Mad Men,45.1,https://openpsychometrics.org/tests/characters/stats/MM/3,https://openpsychometrics.org/tests/characters/test-resources/pics/MM/3.jpg,https://en.wikipedia.org/wiki/Pete_Campbell,drama,m
MM13,Henry Francis,MM,Mad Men,45,https://openpsychometrics.org/tests/characters/stats/MM/13,https://openpsychometrics.org/tests/characters/test-resources/pics/MM/13.jpg,https://en.wikipedia.org/wiki/List_of_Mad_Men_characters#Henry_Francis,drama,m
MM8,Ken Cosgrove,MM,Mad Men,40.4,https://openpsychometrics.org/tests/characters/stats/MM/8,https://openpsychometrics.org/tests/characters/test-resources/pics/MM/8.jpg,https://en.wikipedia.org/wiki/List_of_Mad_Men_characters#Ken_Cosgrove,drama,m
MM9,Harry Crane,MM,Mad Men,38.4,https://openpsychometrics.org/tests/characters/stats/MM/9,https://openpsychometrics.org/tests/characters/test-resources/pics/MM/9.jpg,https://en.wikipedia.org/wiki/List_of_Mad_Men_characters#Harry_Crane,drama,m
MM15,Stan Rizzo,MM,Mad Men,34.4,https://openpsychometrics.org/tests/characters/stats/MM/15,https://openpsychometrics.org/tests/characters/test-resources/pics/MM/15.jpg,https://en.wikipedia.org/wiki/List_of_Mad_Men_characters#Stan_Rizzo,drama,m
MM7,Paul Kinsey,MM,Mad Men,31.3,https://openpsychometrics.org/tests/characters/stats/MM/7,https://openpsychometrics.org/tests/characters/test-resources/pics/MM/7.jpg,https://madmen.fandom.com/wiki/Paul_Kinsey,drama,m
BSG1,William Adama,BSG,Battlestar Galactica,95.1,https://openpsychometrics.org/tests/characters/stats/BSG/1,https://openpsychometrics.org/tests/characters/test-resources/pics/BSG/1.jpg,https://en.wikipedia.org/wiki/William_Adama,science fiction,m
